report_date,channel, spend ,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2021,facebook,56634,,,,apple brand search,apple non-brand search,direct streaming audio,direct-mail,facebook,google brand search,google non-brand search,google uac,growth-promo,impact radius,influencer,package-inserts,podcast,print,promo,radio,referral,snapchat,street-team,tiktok,tv,
9/10/2023,facebook,10358,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,google brand search,1344,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,google non-brand search,3711,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,impact radius,1545,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,influencer,30,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,referral,400,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,tiktok,8203,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,tv,17907,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,apple brand search,2244,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,facebook,9204,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,google brand search,1587,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,google non-brand search,2890,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,impact radius,1430,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,influencer,36,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,tiktok,8190,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023,tv,19170,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,apple brand search,1643,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,facebook,8656,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,google brand search,1435,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,google non-brand search,3435,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,impact radius,935,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,influencer,56,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,referral,500,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,tiktok,8071,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,tv,20010,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,apple brand search,1546,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,facebook,8269,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,google brand search,1588,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,google non-brand search,2865,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,impact radius,2210,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,influencer,43,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,referral,2800,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,tiktok,7919,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,tv,19778,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,apple brand search,1778,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,facebook,8097,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,google brand search,1400,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,google non-brand search,2821,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,impact radius,1355,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,influencer,36,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,referral,7300,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,tiktok,7683,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023,tv,19636,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,apple brand search,1833,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,facebook,7978,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,google brand search,1263,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,google non-brand search,3010,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,growth-promo,350,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,impact radius,1650,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,influencer,26,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,referral,10400,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,tiktok,7339,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023,tv,19422,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,apple brand search,1566,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,facebook,9017,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,google brand search,1366,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,google non-brand search,3199,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,impact radius,1585,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,influencer,32,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,referral,3400,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,tiktok,7865,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023,tv,18990,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,apple brand search,1566,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,facebook,9356,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,google brand search,1321,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,google non-brand search,3402,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,impact radius,1440,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,influencer,26,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,referral,1000,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,tiktok,8638,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023,tv,18113,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,apple brand search,1907,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,facebook,9096,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,google brand search,1987,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,google non-brand search,4094,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,impact radius,1950,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,influencer,47,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,referral,200,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,tiktok,7722,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023,tv,19657,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,apple brand search,1578,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,facebook,9292,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,google brand search,1506,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,google non-brand search,3779,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,impact radius,2270,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,influencer,52,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,referral,800,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,tiktok,7858,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023,tv,21359,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,apple brand search,1578,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,facebook,8713,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,google brand search,1554,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,google non-brand search,3604,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,impact radius,2335,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,influencer,44,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,referral,2000,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,tiktok,8573,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,tv,21296,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,apple brand search,1527,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,facebook,8651,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,google brand search,1637,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,google non-brand search,3968,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,impact radius,1900,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,influencer,41,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,referral,5650,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,tiktok,7751,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023,tv,22544,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,apple brand search,1658,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,facebook,8439,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,google brand search,1449,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,google non-brand search,3448,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,growth-promo,600,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,impact radius,1465,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,influencer,30,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,referral,7650,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,tiktok,8290,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023,tv,23198,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,apple brand search,1578,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,facebook,9168,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,google brand search,1677,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,google non-brand search,3326,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,growth-promo,150,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,impact radius,1440,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,influencer,39,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,referral,3800,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,tiktok,7758,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,tv,26560,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,apple brand search,1522,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,facebook,9599,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,google brand search,1579,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,google non-brand search,3193,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,impact radius,940,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,influencer,46,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,referral,1100,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,tiktok,9004,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,tv,25134,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,apple brand search,1829,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,facebook,8859,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,google brand search,2107,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,google non-brand search,3616,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,impact radius,1895,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,influencer,57,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,referral,250,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,tiktok,7751,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,tv,24714,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,apple brand search,1631,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,facebook,8152,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,google brand search,1713,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,google non-brand search,3642,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,impact radius,1490,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,influencer,65,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,referral,1500,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,tiktok,6862,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023,tv,24699,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,apple brand search,1856,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,facebook,7896,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,google brand search,1873,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,google non-brand search,3697,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,impact radius,2265,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,influencer,40,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,referral,3300,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,tiktok,8342,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,tv,25101,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,apple brand search,1871,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,facebook,7718,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,google brand search,1837,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,google non-brand search,3718,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,growth-promo,700,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,impact radius,2855,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,influencer,87,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,referral,8250,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,tiktok,8269,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,tv,24733,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,apple brand search,1647,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,facebook,7790,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,google brand search,1459,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,google non-brand search,3353,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,growth-promo,400,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,impact radius,1815,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,influencer,42,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,referral,9900,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,tiktok,7744,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,tv,24179,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,apple brand search,1498,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,facebook,7964,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,google brand search,1372,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,google non-brand search,3553,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,impact radius,3030,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,influencer,40,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,referral,2900,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,tiktok,8126,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,tv,26092,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,apple brand search,1453,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,facebook,8623,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,google brand search,1462,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,google non-brand search,3496,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,impact radius,7340,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,influencer,32,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,referral,800,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,tiktok,8456,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2023,tv,24710,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,apple brand search,1731,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,facebook,8293,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,google brand search,1831,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,google non-brand search,3825,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,impact radius,2030,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,influencer,43,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,referral,200,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,tiktok,8444,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,tv,22804,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,apple brand search,1605,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,facebook,8122,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,google brand search,1881,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,google non-brand search,4024,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,impact radius,1625,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,influencer,99,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,referral,850,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,tiktok,8056,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,tv,27733,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,apple brand search,1659,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,facebook,7866,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,google brand search,1949,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,google non-brand search,4476,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,growth-promo,150,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,impact radius,3070,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,influencer,46,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,referral,1000,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,tiktok,7831,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,tv,27375,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,apple brand search,1697,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,facebook,7758,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,google brand search,1750,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,google non-brand search,4722,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,growth-promo,350,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,impact radius,4215,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,influencer,28,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,referral,6500,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,tiktok,8365,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,tv,27706,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,apple brand search,1571,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,facebook,7704,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,google brand search,1663,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,google non-brand search,4695,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,growth-promo,650,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,impact radius,2590,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,influencer,29,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,referral,8550,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,tiktok,7433,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,tv,27485,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,apple brand search,1476,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,facebook,7636,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,google brand search,1655,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,google non-brand search,4343,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,impact radius,2975,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,influencer,23,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,referral,4100,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,tiktok,8384,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2023,tv,27840,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,apple brand search,1326,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,facebook,8192,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,google brand search,1723,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,google non-brand search,3412,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,impact radius,2455,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,influencer,19,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,referral,600,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,tiktok,8203,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,tv,26462,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,apple brand search,1341,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,facebook,8132,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,google brand search,1867,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,google non-brand search,4478,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,impact radius,2885,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,influencer,41,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,tiktok,7372,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,tv,25750,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,apple brand search,1523,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,apple non-brand search,62,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,facebook,8770,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,google brand search,2032,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,google non-brand search,5832,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,impact radius,4495,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,influencer,34,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,tiktok,9013,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,tv,25202,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,apple brand search,1505,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,apple non-brand search,2343,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,facebook,8540,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,google brand search,2054,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,google non-brand search,6287,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,growth-promo,150,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,impact radius,4210,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,influencer,41,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,referral,3300,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,tiktok,7806,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,tv,25761,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,apple brand search,1706,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,apple non-brand search,3184,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,facebook,8047,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,google brand search,2021,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,google non-brand search,5782,,,,,,,,,,,,,,,,,,,,,,,,,
