report_date,channel, spend 
2/3/2023,snapchat, $-   
2/3/2023,tiktok, $-   
2/4/2023,apple brand search,2938.00
2/4/2023,facebook, $-   
2/4/2023,google brand search,1190.00
2/4/2023,growth-promo,150.00
2/4/2023,impact radius,1045.00
2/4/2023,influencer,122.00
2/4/2023,referral,3600.00
2/4/2023,snapchat, $-   
2/4/2023,tiktok, $-   
2/5/2023,apple brand search,2073.00
2/5/2023,facebook, $-   
2/5/2023,google brand search,1183.00
2/5/2023,impact radius,1150.00
2/5/2023,influencer,113.00
2/5/2023,referral,1400.00
2/5/2023,snapchat, $-   
2/5/2023,tiktok, $-   
2/6/2023,apple brand search,2786.00
2/6/2023,facebook, $-   
2/6/2023,google brand search,1536.00
2/6/2023,growth-promo,150.00
2/6/2023,impact radius,2525.00
2/6/2023,influencer,99.00
2/6/2023,referral,700.00
2/6/2023,snapchat, $-   
2/6/2023,tiktok, $-   
2/7/2023,apple brand search,2679.00
2/7/2023,facebook, $-   
2/7/2023,google brand search,1525.00
2/7/2023,growth-promo,100.00
2/7/2023,impact radius,2005.00
2/7/2023,influencer,67.00
2/7/2023,referral,400.00
2/7/2023,snapchat, $-   
2/7/2023,tiktok, $-   
2/8/2023,apple brand search,2603.00
2/8/2023,facebook, $-   
2/8/2023,google brand search,1439.00
2/8/2023,growth-promo,50.00
2/8/2023,impact radius,2765.00
2/8/2023,influencer,134.00
2/8/2023,referral,1700.00
2/8/2023,snapchat, $-   
2/8/2023,tiktok, $-   
2/9/2023,apple brand search,2293.00
2/9/2023,facebook, $-   
2/9/2023,google brand search,1430.00
2/9/2023,growth-promo,300.00
2/9/2023,impact radius,2095.00
2/9/2023,influencer,252.00
2/9/2023,referral,4400.00
2/9/2023,snapchat, $-   
2/9/2023,tiktok, $-   
